match_id,venue,innings,batting_team,bowling_team,batsmen,bowlers,runs_off_bat,extras,Total_score,player_dismissed,bat1,bat2,bat3,bat4,bat5,bat6,bat7,bat8,bat9,bat10,bow1,bow2,bow3,bow4,bow5,bow6
335982,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,"['SC Ganguly', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'SC Ganguly', 'SC Ganguly', 'SC Ganguly', 'BB McCullum', 'BB McCullum', 'SC Ganguly', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'SC Ganguly', 'SC Ganguly', 'SC Ganguly', 'BB McCullum', 'SC Ganguly', 'SC Ganguly', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'SC Ganguly', 'BB McCullum', 'SC Ganguly', 'RT Ponting', 'RT Ponting', 'RT Ponting', 'RT Ponting']","['P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'AA Noffke', 'AA Noffke', 'AA Noffke', 'AA Noffke', 'AA Noffke', 'AA Noffke', 'AA Noffke', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan']",51,10,61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335982,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,"['R Dravid', 'W Jaffer', 'W Jaffer', 'W Jaffer', 'R Dravid', 'W Jaffer', 'W Jaffer', 'R Dravid', 'V Kohli', 'V Kohli', 'V Kohli', 'W Jaffer', 'W Jaffer', 'V Kohli', 'V Kohli', 'JH Kallis', 'W Jaffer', 'W Jaffer', 'W Jaffer', 'W Jaffer', 'W Jaffer', 'W Jaffer', 'JH Kallis', 'JH Kallis', 'W Jaffer', 'W Jaffer', 'JH Kallis', 'W Jaffer', 'JH Kallis', 'JH Kallis', 'JH Kallis', 'CL White', 'W Jaffer', 'W Jaffer', 'MV Boucher', 'MV Boucher', 'CL White', 'MV Boucher']","['AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda']",19,7,26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335983,"Punjab Cricket Association Stadium, Mohali",1,Chennai Super Kings,Kings XI Punjab,"['PA Patel', 'PA Patel', 'PA Patel', 'ML Hayden', 'ML Hayden', 'ML Hayden', 'PA Patel', 'PA Patel', 'PA Patel', 'PA Patel', 'PA Patel', 'PA Patel', 'PA Patel', 'ML Hayden', 'ML Hayden', 'ML Hayden', 'ML Hayden', 'PA Patel', 'MEK Hussey', 'ML Hayden', 'MEK Hussey', 'MEK Hussey', 'MEK Hussey', 'ML Hayden', 'MEK Hussey', 'MEK Hussey', 'ML Hayden', 'ML Hayden', 'MEK Hussey', 'MEK Hussey', 'MEK Hussey', 'MEK Hussey', 'ML Hayden', 'ML Hayden', 'ML Hayden', 'ML Hayden', 'MEK Hussey', 'MEK Hussey']","['B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'S Sreesanth', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'B Lee', 'JR Hopes', 'JR Hopes', 'JR Hopes', 'JR Hopes', 'JR Hopes', 'JR Hopes']",50,3,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335983,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Chennai Super Kings,"['K Goel', 'K Goel', 'K Goel', 'K Goel', 'JR Hopes', 'JR Hopes', 'K Goel', 'JR Hopes', 'JR Hopes', 'K Goel', 'K Goel', 'K Goel', 'K Goel', 'JR Hopes', 'JR Hopes', 'JR Hopes', 'JR Hopes', 'K Goel', 'K Goel', 'K Goel', 'K Goel', 'JR Hopes', 'K Goel', 'K Goel', 'JR Hopes', 'JR Hopes', 'JR Hopes', 'K Goel', 'JR Hopes', 'JR Hopes', 'K Goel', 'JR Hopes', 'JR Hopes', 'K Goel', 'K Goel', 'K Goel', 'JR Hopes', 'JR Hopes']","['JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'JDP Oram', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony', 'MS Gony']",61,2,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335984,Feroz Shah Kotla,1,Rajasthan Royals,Delhi Capitals,"['T Kohli', 'T Kohli', 'T Kohli', 'T Kohli', 'T Kohli', 'T Kohli', 'T Kohli', 'YK Pathan', 'T Kohli', 'T Kohli', 'T Kohli', 'YK Pathan', 'YK Pathan', 'T Kohli', 'T Kohli', 'T Kohli', 'SR Watson', 'SR Watson', 'SR Watson', 'YK Pathan', 'SR Watson', 'SR Watson', 'SR Watson', 'YK Pathan', 'SR Watson', 'M Kaif', 'M Kaif', 'M Kaif', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'M Kaif', 'M Kaif', 'SR Watson', 'M Kaif']","['GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'B Geeves', 'B Geeves', 'B Geeves', 'B Geeves', 'B Geeves', 'B Geeves', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'B Geeves', 'B Geeves', 'B Geeves', 'B Geeves', 'B Geeves', 'B Geeves', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'GD McGrath', 'MF Maharoof', 'MF Maharoof', 'MF Maharoof', 'MF Maharoof', 'MF Maharoof', 'MF Maharoof']",38,2,40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335984,Feroz Shah Kotla,2,Delhi Capitals,Rajasthan Royals,"['G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'V Sehwag', 'V Sehwag', 'V Sehwag', 'V Sehwag', 'S Dhawan', 'S Dhawan', 'S Dhawan', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'S Dhawan', 'S Dhawan', 'G Gambhir', 'S Dhawan', 'S Dhawan', 'S Dhawan', 'G Gambhir', 'G Gambhir', 'S Dhawan', 'S Dhawan', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'G Gambhir', 'S Dhawan', 'S Dhawan', 'S Dhawan', 'G Gambhir']","['MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'SR Watson', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'MM Patel', 'SK Trivedi', 'SK Trivedi', 'SK Trivedi', 'SK Trivedi', 'SK Trivedi', 'SK Trivedi', 'SK Trivedi']",53,2,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335985,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,"['L Ronchi', 'L Ronchi', 'L Ronchi', 'L Ronchi', 'L Ronchi', 'L Ronchi', 'ST Jayasuriya', 'L Ronchi', 'L Ronchi', 'L Ronchi', 'L Ronchi', 'DJ Thornely', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'DJ Thornely', 'DJ Thornely', 'DJ Thornely', 'ST Jayasuriya', 'ST Jayasuriya', 'DJ Thornely', 'DJ Thornely', 'RV Uthappa', 'RV Uthappa', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'RV Uthappa', 'ST Jayasuriya', 'ST Jayasuriya', 'ST Jayasuriya', 'RV Uthappa', 'PR Shah']","['P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'P Kumar', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'JH Kallis', 'JH Kallis', 'JH Kallis', 'JH Kallis', 'JH Kallis', 'JH Kallis', 'JH Kallis', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan', 'Z Khan']",41,6,47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335985,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,"['S Chanderpaul', 'S Chanderpaul', 'R Dravid', 'R Dravid', 'S Chanderpaul', 'S Chanderpaul', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'S Chanderpaul', 'R Dravid', 'R Dravid', 'R Dravid', 'R Dravid', 'S Chanderpaul', 'R Dravid', 'S Chanderpaul', 'R Dravid', 'R Dravid', 'R Dravid', 'S Chanderpaul', 'S Chanderpaul', 'S Chanderpaul', 'S Chanderpaul', 'S Chanderpaul', 'LRPL Taylor', 'R Dravid', 'R Dravid', 'R Dravid', 'LRPL Taylor', 'R Dravid']","['A Nehra', 'A Nehra', 'A Nehra', 'A Nehra', 'A Nehra', 'A Nehra', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'A Nehra', 'A Nehra', 'A Nehra', 'A Nehra', 'A Nehra', 'A Nehra', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'DS Kulkarni', 'DS Kulkarni', 'DS Kulkarni', 'DS Kulkarni', 'DS Kulkarni', 'DS Kulkarni', 'DS Kulkarni', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock', 'SM Pollock']",39,1,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335986,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,"['AC Gilchrist', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'AC Gilchrist', 'Y Venugopal Rao', 'Y Venugopal Rao', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist', 'Y Venugopal Rao', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'Y Venugopal Rao', 'VVS Laxman', 'VVS Laxman', 'VVS Laxman', 'VVS Laxman', 'AC Gilchrist', 'VVS Laxman', 'VVS Laxman', 'AC Gilchrist', 'A Symonds', 'A Symonds', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist', 'AC Gilchrist']","['AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'I Sharma', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Dinda', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar', 'AB Agarkar']",35,4,39,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335986,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,"['WP Saha', 'BB McCullum', 'BB McCullum', 'BB McCullum', 'WP Saha', 'WP Saha', 'BB McCullum', 'BB McCullum', 'WP Saha', 'WP Saha', 'WP Saha', 'WP Saha', 'RT Ponting', 'SC Ganguly', 'SC Ganguly', 'WP Saha', 'WP Saha', 'WP Saha', 'WP Saha', 'WP Saha', 'WP Saha', 'SC Ganguly', 'WP Saha', 'WP Saha', 'WP Saha', 'WP Saha', 'DJ Hussey', 'DJ Hussey', 'SC Ganguly', 'SC Ganguly', 'SC Ganguly', 'DJ Hussey', 'DJ Hussey', 'DJ Hussey', 'DJ Hussey', 'SC Ganguly']","['WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'RP Singh', 'RP Singh', 'RP Singh', 'RP Singh', 'RP Singh', 'RP Singh', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'RP Singh', 'RP Singh', 'RP Singh', 'RP Singh', 'RP Singh', 'RP Singh', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'WPUJC Vaas', 'SB Styris', 'SB Styris', 'SB Styris', 'SB Styris', 'SB Styris', 'SB Styris']",21,5,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
